id,name,league.name,league.id,sport.id,abbreviation,sortOrder
2127,DSL Miami,Dominican Summer League,130.0,16,ROK,701
2128,DSL Royals Stewart,Dominican Summer League,130.0,16,ROK,701
2131,DSL Colorado,Dominican Summer League,130.0,16,ROK,701
2132,DSL Tigers2,Dominican Summer League,130.0,16,ROK,701
2134,DSL Giants Black,Dominican Summer League,130.0,16,ROK,701
2270,DSL Cubs Red,Dominican Summer League,130.0,16,ROK,701
2290,Michigan Wolverines,College Baseball,107.0,22,College,5101
2291,University of St. Louis Billikens,College Baseball,107.0,22,College,5101
2292,South Florida Bulls,College Baseball,107.0,22,College,5101
2293,Virginia Tech Hokies,College Baseball,107.0,22,College,5101
2310,Reno Aces,Pacific Coast League,112.0,11,AAA,101
2330,Georgetown Hoyas,College Baseball,107.0,22,College,5101
2350,Texas Tech Red Raiders,College Baseball,107.0,22,College,5101
2351,Tennessee Volunteers,College Baseball,107.0,22,College,5101
2352,Rice Owls,College Baseball,107.0,22,College,5101
2370,Walters State Senators,College Baseball,107.0,22,College,5101
2390,Embry-Riddle Eagles,College Baseball,107.0,22,College,5101
2413,DSL Rangers2,Dominican Summer League,130.0,16,ROK,701
2473,China,,,508,INTC,3502
2474,Chinese Taipei,,,508,INTC,3502
2475,Columbia Blowfish,,,508,INTC,3502
2476,Cuba,,,508,INTC,3502
2477,Czech Republic,,,508,INTC,3502
2478,Fayetteville Swampdogs,,,508,INTC,3502
2479,Germany,,,508,INTC,3502
2480,Holyoke Sox,,,508,INTC,3502
2481,Japan,,,508,INTC,3502
2482,Keene Swamp Bats,,,508,INTC,3502
2483,Martinsville Mustangs,,,508,INTC,3502
2484,Netherlands,,,508,INTC,3502
2485,Netherlands Antilles,,,508,INTC,3502
2486,Newport Gulls,,,508,INTC,3502
2487,North Adams SteepleCats,,,508,INTC,3502
2488,North Shore Navigators,,,508,INTC,3502
2489,Pittsfield Dukes,,,508,INTC,3502
2490,Torrington Twisters,,,508,INTC,3502
2495,USA Baseball 16U National Team,,,510,16U,3505
2498,Bowling Green Hot Rods,South Atlantic League,116.0,13,A+,301
2510,Canada,,,508,INTC,3502
2512,Korea,,,508,INTC,3502
2513,Lithuania,,,508,INTC,3502
2577,Australia,,,509,18U,3503
2578,Canada Jr. Team,International Baseball (18U),523.0,509,18U,3503
2579,Chinese Taipei,,,509,18U,3503
2580,Korea,,,509,18U,3503
2581,Mexico,,,509,18U,3503
2582,Netherlands,,,509,18U,3503
2583,Okotoks Dawgs,,,509,18U,3503
2584,Russia,,,509,18U,3503
2588,Puerto Rico,,,509,18U,3503
2650,Aruba,,,510,16U,3505
2651,Brazil,,,510,16U,3505
2652,Cuba,,,510,16U,3505
2653,Guatemala,,,510,16U,3505
2654,Mexico,,,510,16U,3505
2655,Panama,,,510,16U,3505
2656,Puerto Rico,,,510,16U,3505
2657,Venezuela,,,510,16U,3505
2671,Nippon Ham Fighters,Japan All-Star Series,420.0,51,INT,3501
3030,Houston Cougars,College Baseball,107.0,22,College,5101
3032,Texas A&M Aggies,College Baseball,107.0,22,College,5101
3033,Baylor Bears,College Baseball,107.0,22,College,5101
3110,Washington Huskies,College Baseball,107.0,22,College,5101
3111,Oregon State Beavers,College Baseball,107.0,22,College,5101
3130,DSL Orioles2,Dominican Summer League,130.0,16,ROK,701
3175,NECBL All-Stars,,,508,INTC,3502
3176,Kokusai Budo University,,,508,INTC,3502
3177,Bahamas,,,508,INTC,3502
3178,USA-Reno,,,508,INTC,3502
3179,Prince George Axemen,,,508,INTC,3502
3190,Australia,,,510,16U,3505
3191,Brazil,,,509,18U,3503
3192,Chinese Taipei,,,510,16U,3505
3193,Colombia,,,509,18U,3503
3194,Colombia,,,510,16U,3505
3196,Czech Republic,,,510,16U,3505
3198,Guatemala,,,508,INTC,3502
3199,Japan,,,510,16U,3505
3200,Korea,,,510,16U,3505
3201,Netherlands,,,510,16U,3505
3202,Panama,,,509,18U,3503
3203,Russia,,,510,16U,3505
3204,South Africa,,,510,16U,3505
3205,Venezuela,,,509,18U,3503
3231,Croatia,,,508,INTC,3502
3250,Angels Alternate Training Site,Extended Spring Training,5468.0,21,Minors,1402
3252,Astros Alternate Training Site,Extended Spring Training,5468.0,21,Minors,1402
3254,Athletics Alternate Training Site,Extended Spring Training,5468.0,21,Minors,1402
3256,Blue Jays Alternate Training Site,Extended Spring Training,5468.0,21,Minors,1402
3258,Braves Alternate Training Site,Extended Spring Training,5468.0,21,Minors,1402
3260,Brewers Alternate Training Site,Extended Spring Training,5468.0,21,Minors,1402
3262,Cardinals Alternate Training Site,Extended Spring Training,5468.0,21,Minors,1402
3264,Cubs Alternate Training Site,Extended Spring Training,5468.0,21,Minors,1402
3266,Diamondbacks Alternate Training Site,Extended Spring Training,5468.0,21,Minors,1402
3268,Dodgers Alternate Training Site,Extended Spring Training,5468.0,21,Minors,1402
3270,Giants Alternate Training Site,Extended Spring Training,5468.0,21,Minors,1402
3272,Indians Alternate Training Site,Extended Spring Training,5468.0,21,Minors,1402
3274,Mariners Alternate Training Site,Extended Spring Training,5468.0,21,Minors,1402
3276,Marlins Alternate Training Site,Extended Spring Training,5468.0,21,Minors,1402
3278,Mets Alternate Training Site,Extended Spring Training,5468.0,21,Minors,1402
3280,Nationals Alternate Training Site,Extended Spring Training,5468.0,21,Minors,1402
3282,Orioles Alternate Training Site,Extended Spring Training,5468.0,21,Minors,1402
3284,Padres Alternate Training Site,Extended Spring Training,5468.0,21,Minors,1402
3286,Phillies Alternate Training Site,Extended Spring Training,5468.0,21,Minors,1402
3288,Pirates Alternate Training Site,Extended Spring Training,5468.0,21,Minors,1402
3290,Rangers Alternate Training Site,Extended Spring Training,5468.0,21,Minors,1402
3292,Rays Alternate Training Site,Extended Spring Training,5468.0,21,Minors,1402
3294,Red Sox Alternate Training Site,Extended Spring Training,5468.0,21,Minors,1402
3296,Reds Alternate Training Site,Extended Spring Training,5468.0,21,Minors,1402
3298,Rockies Alternate Training Site,Extended Spring Training,5468.0,21,Minors,1402
3300,Royals Alternate Training Site,Extended Spring Training,5468.0,21,Minors,1402
3302,Tigers Alternate Training Site,Extended Spring Training,5468.0,21,Minors,1402
3304,Twins Alternate Training Site,Extended Spring Training,5468.0,21,Minors,1402
3306,White Sox Alternate Training Site,Extended Spring Training,5468.0,21,Minors,1402
3308,Yankees Alternate Training Site,Extended Spring Training,5468.0,21,Minors,1402
3330,Louisburg College Hurricanes,College Baseball,107.0,22,College,5101
3331,Pitt Community College Bulldogs,College Baseball,107.0,22,College,5101
3350,Aruba,,,509,18U,3503
3351,Argentina,,,509,18U,3503
3374,Louisiana Tech Bulldogs,College Baseball,107.0,22,College,5101
3375,Arkansas Razorbacks,College Baseball,107.0,22,College,5101
3390,Bradenton Marauders,Florida State League,123.0,14,A,401
3410,Richmond Flying Squirrels,Eastern League,113.0,12,AA,201
3430,ACL Reds,Arizona Complex League,121.0,16,ROK,701
3431,Grand Valley State University Lakers,College Baseball,107.0,22,College,5101
3450,Kernersville Bulldogs,College Baseball,107.0,22,College,5101
3705,Columbia Fireflies,Carolina League,122.0,14,A,401
3712,Fayetteville Woodpeckers,Carolina League,122.0,14,A,401
3819,Western Kentucky Hilltoppers,College Baseball,107.0,22,College,5101
3898,Wichita Wind Surge,Texas League,109.0,12,AA,201
3904,Norfolk State Spartans,College Baseball,107.0,22,College,5101
3924,Lenoir C.C. Lancers,College Baseball,107.0,22,College,5101
3964,Victor Valley College Rams,College Baseball,107.0,22,College,5101
3984,Salisbury University Sea Gulls,College Baseball,107.0,22,College,5101
4064,Adelaide Giants,Australian Baseball League,595.0,17,WIN,1301
4065,Brisbane Bandits,Australian Baseball League,595.0,17,WIN,1301
4066,Canberra Cavalry,Australian Baseball League,595.0,17,WIN,1301
4067,Melbourne Aces,Australian Baseball League,595.0,17,WIN,1301
4068,Perth Heat,Australian Baseball League,595.0,17,WIN,1301
4069,Sydney Blue Sox,Australian Baseball League,595.0,17,WIN,1301
4104,Coastal Carolina Chanticleers,College Baseball,107.0,22,College,5101
4124,Pensacola Blue Wahoos,Southern League,111.0,12,AA,201
4164,Monmouth University Hawks,College Baseball,107.0,22,College,5101
4244,Oklahoma Sooners,College Baseball,107.0,22,College,5101
4245,Oklahoma State Cowboys,College Baseball,107.0,22,College,5101
4264,Fresno Pacific Sunbirds,College Baseball,107.0,22,College,5101
4284,Southeastern Fire,College Baseball,107.0,22,College,5101
4304,Asheville Redbirds,College Baseball,107.0,22,College,5101
4364,Grand Junction Rockies,Pioneer League,128.0,23,IND,2101
4404,DSL Pirates Gold,Dominican Summer League,130.0,16,ROK,701
4444,Generales de Durango,Mexican League,125.0,23,IND,2101
4524,Southeastern Community College Blackhawks,College Baseball,107.0,22,College,5101
4584,Cal Lutheran University Kingsmen,College Baseball,107.0,22,College,5101
4744,Army Black Knights,College Baseball,107.0,22,College,5101
4764,Texas A&M-Corpus Christi Islanders,College Baseball,107.0,22,College,5101
4765,Alabama State Hornets,College Baseball,107.0,22,College,5101
4766,Prairie View A&M Panthers,College Baseball,107.0,22,College,5101
4767,Southern Jaguars,College Baseball,107.0,22,College,5101
4784,University of Nevada Wolfpack,College Baseball,107.0,22,College,5101
4806,Missouri Tigers,College Baseball,107.0,22,College,5101
4824,Idaho Falls Bandits,,,586,H.S.,6201
4844,East Tennessee State Bucs,College Baseball,107.0,22,College,5101
4864,Minnesota Golden Gophers,College Baseball,107.0,22,College,5101
4865,Nebraska Cornhuskers,College Baseball,107.0,22,College,5101
4866,Indiana Hoosiers,College Baseball,107.0,22,College,5101
4904,El Paso Chihuahuas,Pacific Coast League,112.0,11,AAA,101
4924,Red,Tournament 12,625.0,586,H.S.,6201
4925,Orange,Tournament 12,625.0,586,H.S.,6201
4926,Navy,Tournament 12,625.0,586,H.S.,6201
4927,Maroon,Tournament 12,625.0,586,H.S.,6201
4928,Black,Tournament 12,625.0,586,H.S.,6201
4929,Green,Tournament 12,625.0,586,H.S.,6201
4934,TBD,Tournament 12,625.0,586,H.S.,6201
4964,Florida Gulf Coast University Eagles,College Baseball,107.0,22,College,5101
5005,DSL Astros Orange,Dominican Summer League,130.0,16,ROK,701
5010,Toros de Tijuana,Mexican League,125.0,23,IND,2101
5015,Biloxi Shuckers,Southern League,111.0,12,AA,201
5020,West Virginia Black Bears,MLB Draft League,5536.0,22,College,5101
5045,TCU Horned Frogs,College Baseball,107.0,22,College,5101
5046,Vanderbilt Commodores,College Baseball,107.0,22,College,5101
5047,USC Trojans,College Baseball,107.0,22,College,5101
5048,UCLA Bruins,College Baseball,107.0,22,College,5101
5055,PG East,Showcase Games,587.0,586,H.S.,6201
5056,PG West,Showcase Games,587.0,586,H.S.,6201
5057,American,Showcase Games,587.0,586,H.S.,6201
5058,National,Showcase Games,587.0,586,H.S.,6201
5066,St. Cloud State University,College Baseball,107.0,22,College,5101
5067,St. Mary's Rattlers,College Baseball,107.0,22,College,5101
5068,Tarleton State Texans,College Baseball,107.0,22,College,5101
5069,Arkansas-Monticello Boll Weevils,College Baseball,107.0,22,College,5101
5070,Central Missouri Mules,College Baseball,107.0,22,College,5101
5080,Mississippi State Bulldogs,College Baseball,107.0,22,College,5101
5085,DSL Phillies White,Dominican Summer League,130.0,16,ROK,701
5086,DSL Tampa Bay,Dominican Summer League,130.0,16,ROK,701
5087,DSL D-backs2,Dominican Summer League,130.0,16,ROK,701
5090,Future Stars Series - Black,Showcase Games,587.0,586,H.S.,6201
5092,Future Stars Series - Blue,Showcase Games,587.0,586,H.S.,6201
5094,North,Showcase Games,587.0,586,H.S.,6201
5097,SouthSouth,Showcase Games,587.0,586,H.S.,6201
5105,East,Showcase Games,587.0,586,H.S.,6201
5106,West,Showcase Games,587.0,586,H.S.,6201
5308,Visiting Team,College Baseball,107.0,22,College,5101
5309,Home Team,College Baseball,107.0,22,College,5101
5310,Grand Canyon Antelopes,College Baseball,107.0,22,College,5101
5312,University of Arkansas-Fort Smith Lions,College Baseball,107.0,22,College,5101
5314,Texas A&M-Kingsville Javelinas,College Baseball,107.0,22,College,5101
5320,San Diego Toreros,College Baseball,107.0,22,College,5101
5322,Ole Miss Rebels,College Baseball,107.0,22,College,5101
5323,Louisiana State Tigers,College Baseball,107.0,22,College,5101
5324,Texas-Arlington Mavericks,College Baseball,107.0,22,College,5101
5327,West Virginia Mountaineers,College Baseball,107.0,22,College,5101
5360,Team Hank Aaron,Showcase Games,587.0,586,H.S.,6201
5361,Team Jackie Robinson,Showcase Games,587.0,586,H.S.,6201
5363,Sam Houston Bearkats,College Baseball,107.0,22,College,5101
5366,Colorado School of Mines Orediggers,College Baseball,107.0,22,College,5101
5368,Amarillo Sod Poodles,Texas League,109.0,12,AA,201
5370,ACL Giants Orange,Arizona Complex League,121.0,16,ROK,701
5374,ACL Guardians,Arizona Complex League,121.0,16,ROK,701
5376,Alcorn State Braves,College Baseball,107.0,22,College,5101
5377,Arkansas-Pine Bluff Golden Lions,College Baseball,107.0,22,College,5101
5378,Grambling State Tigers,College Baseball,107.0,22,College,5101
5380,New Orleans Privateers,College Baseball,107.0,22,College,5101
5385,Eastern Michigan Eagles,College Baseball,107.0,22,College,5101
5390,Wright State Raiders,College Baseball,107.0,22,College,5101
5392,PG National 1 - Black,Showcase Games,587.0,586,H.S.,6201
5393,PG National 2 - Gold,Showcase Games,587.0,586,H.S.,6201
5394,PG National 3 - Gray,Showcase Games,587.0,586,H.S.,6201
5395,PG National 4 - Green,Showcase Games,587.0,586,H.S.,6201
5396,PG National 5 - Maroon,Showcase Games,587.0,586,H.S.,6201
5397,PG National 6 - Navy,Showcase Games,587.0,586,H.S.,6201
5398,PG National 7 - Orange,Showcase Games,587.0,586,H.S.,6201
5399,PG National 8 - Purple,Showcase Games,587.0,586,H.S.,6201
5400,PG National 9 - Red,Showcase Games,587.0,586,H.S.,6201
5401,PG National 10 - Royal,Showcase Games,587.0,586,H.S.,6201
5402,PG National 11 - Vegas Gold,Showcase Games,587.0,586,H.S.,6201
5403,PG National 12 - White,Showcase Games,587.0,586,H.S.,6201
5414,Cal State Fullerton Titans,College Baseball,107.0,22,College,5101
5415,Virginia Cavaliers,College Baseball,107.0,22,College,5101
5416,Florida A&M Rattlers,College Baseball,107.0,22,College,5101
5417,Eastern Kentucky Colonels,College Baseball,107.0,22,College,5101
5420,Texas State Bobcats,College Baseball,107.0,22,College,5101
5424,Pittsburgh Panthers,College Baseball,107.0,22,College,5101
5426,ACL Athletics,Arizona Complex League,121.0,16,ROK,701
5427,ACL Dodgers,Arizona Complex League,121.0,16,ROK,701
5428,Pawtucket Red Sox,,,23,IND,2101
5430,ACL Brewers Blue,Arizona Complex League,121.0,16,ROK,701
5431,High Point Rockers,Atlantic League,436.0,23,IND,2101
5433,Southern Maryland Blue Crabs,Atlantic League,436.0,23,IND,2101
5434,Sugar Land Space Cowboys,Pacific Coast League,112.0,11,AAA,101
5435,York Revolution,Atlantic League,436.0,23,IND,2101
5438,Arkansas Tech Wonderboys,College Baseball,107.0,22,College,5101
5440,Panama,Caribbean Series,162.0,17,WIN,1301
5450,Harvard Crimson,College Baseball,107.0,22,College,5101
5451,UMass Minutemen,College Baseball,107.0,22,College,5101
5453,Team Howard,Prospect Development Pipeline,5452.0,509,18U,3503
5454,Team Jeter,Prospect Development Pipeline,5452.0,509,18U,3503
5455,Team Jones,Prospect Development Pipeline,5452.0,509,18U,3503
5456,Team Larkin,Prospect Development Pipeline,5452.0,509,18U,3503
5464,Xavier Musketeers,College Baseball,107.0,22,College,5101
5465,Cincinnati Bearcats,College Baseball,107.0,22,College,5101
5466,Auburn Tigers,College Baseball,107.0,22,College,5101
5467,Louisville Cardinals,College Baseball,107.0,22,College,5101
5476,Florida,Showcase Games,587.0,586,H.S.,6201
5477,Georgia,Showcase Games,587.0,586,H.S.,6201
5482,Algodoneros de Guasave,Liga Mexicana del Pacifico,132.0,17,WIN,1301
5483,Sultanes de Monterrey,Liga Mexicana del Pacifico,132.0,17,WIN,1301
5486,Connecticut Huskies,College Baseball,107.0,22,College,5101
5487,Cal Poly Mustangs,College Baseball,107.0,22,College,5101
5488,Millersville Marauders,College Baseball,107.0,22,College,5101
5490,Flagler Saints,College Baseball,107.0,22,College,5101
5492,Colombia,Caribbean Series,162.0,17,WIN,1301
5506,DSL Guardians Red,Dominican Summer League,130.0,16,ROK,701
5508,Gastonia Honey Hunters,Atlantic League,436.0,23,IND,2101
5540,RA12,Liga de Beisbol Profesional Roberto Clemente,133.0,17,WIN,1301
5542,Southern Illinois Miners,Frontier League,442.0,23,IND,2101
5543,Texas Airhogs,Northern League,450.0,23,IND,2101
5544,Cleburne Railroaders,Northern League,450.0,23,IND,2101
5545,Rockland Boulders,Frontier League,442.0,23,IND,2101
5546,Lake Erie Crushers,Frontier League,442.0,23,IND,2101
5547,Chicago Dogs,Northern League,450.0,23,IND,2101
5548,Milwaukee Milkmen,Northern League,450.0,23,IND,2101
5550,Lubbock Christian Chaparrals,College Baseball,107.0,22,College,5101
5552,Jackson State Tigers,College Baseball,107.0,22,College,5101
5553,Alabama A&M Bulldogs,College Baseball,107.0,22,College,5101
5554,Stephen F. Austin Lumberjacks,College Baseball,107.0,22,College,5101
5556,Louisiana-Monroe Warhawks,College Baseball,107.0,22,College,5101
5566,Mariachis de Guadalajara,Mexican League,125.0,23,IND,2101
5567,El Aguila de Veracruz,Mexican League,125.0,23,IND,2101
5568,Northern Colorado Owlz,Pioneer League,128.0,23,IND,2101
5570,Villanova Wildcats,College Baseball,107.0,22,College,5101
5572,East Carolina Pirates,College Baseball,107.0,22,College,5101
5573,Tulane Green Wave,College Baseball,107.0,22,College,5101
5574,Wichita State Shockers,College Baseball,107.0,22,College,5101
5575,Central Florida Knights,College Baseball,107.0,22,College,5101
5576,Memphis Tigers,College Baseball,107.0,22,College,5101
5584,Tri-Cape All-Stars,Showcase Games,587.0,586,H.S.,6201
5585,Mercer Co. All-Stars,Showcase Games,587.0,586,H.S.,6201
5592,MD HS North All-Stars,Showcase Games,587.0,586,H.S.,6201
5593,MD HS South All-Stars,Showcase Games,587.0,586,H.S.,6201
5594,Red Sox (VA '22),Showcase Games,587.0,586,H.S.,6201
5595,Mets (SC '22),Showcase Games,587.0,586,H.S.,6201
5596,Giants (NC '22),Showcase Games,587.0,586,H.S.,6201
5597,Braves (NC/SC '23),Showcase Games,587.0,586,H.S.,6201
5600,Brewers (Mid-Atl '22),Showcase Games,587.0,586,H.S.,6201
5601,Padres (VA/Mid-Atl '23),Showcase Games,587.0,586,H.S.,6201
6011,Kansas State Wildcats,College Baseball,107.0,22,College,5101
6012,Maryville Saints,College Baseball,107.0,22,College,5101
6013,Augustana Vikings,College Baseball,107.0,22,College,5101
6015,Kentucky Wild Health Genomes,Atlantic League,436.0,23,IND,2101
6018,Dallas Baptist Patriots,College Baseball,107.0,22,College,5101
6020,California Golden Bears,College Baseball,107.0,22,College,5101
6022,Indiana State Sycamores,College Baseball,107.0,22,College,5101
6023,Northwestern State Demons,College Baseball,107.0,22,College,5101
6024,Appalachian State Mountaineers,College Baseball,107.0,22,College,5101
6025,Charlotte 49ers,College Baseball,107.0,22,College,5101
6026,Davidson Wildcats,College Baseball,107.0,22,College,5101
6027,North Carolina Tar Heels,College Baseball,107.0,22,College,5101
6028,South Carolina Gamecocks,College Baseball,107.0,22,College,5101
6029,Nebraska Omaha Mavericks,College Baseball,107.0,22,College,5101
6030,Brigham Young Cougars,College Baseball,107.0,22,College,5101
6031,UC San Diego Tritons,College Baseball,107.0,22,College,5101
6032,UC Santa Barbara Gauchos,College Baseball,107.0,22,College,5101
6033,Gonzaga Bulldogs,College Baseball,107.0,22,College,5101
6034,Notre Dame Fighting Irish,College Baseball,107.0,22,College,5101
6035,Alma College Scots,College Baseball,107.0,22,College,5101
6036,Purdue Boilermakers,College Baseball,107.0,22,College,5101
6037,South Dakota State Jackrabbits,College Baseball,107.0,22,College,5101
6038,ACL D-backs Red,Arizona Complex League,121.0,16,ROK,701
6039,North Carolina State Wolfpack,College Baseball,107.0,22,College,5101
6040,Kansas Jayhawks,College Baseball,107.0,22,College,5101
6041,Wake Forest Demon Deacons,College Baseball,107.0,22,College,5101
6042,Clemson Tigers,College Baseball,107.0,22,College,5101
6043,Duke Blue Devils,College Baseball,107.0,22,College,5101
